Age,Gender,Location,Total_Spend,Company_Type,Avg_Visits_Per_Month,Last_Interaction_Days,Subscription_Type,Auto_Payment,Customer_Support_Calls,Complaints_Filed,Satisfaction_Score,Purchases_Per_Year,Days_Since_Last_Purchase,Churn_Label
45,0,8,2283.15,2,8,189,0,0,1,1,3,60,223,0
65,1,8,494.05,2,15,29,2,1,5,4,2,53,309,1
45,1,8,1376.5,2,7,219,2,0,1,1,4,4,345,0
45,0,8,755.4,2,17,344,2,1,1,4,1,83,233,0
45,1,8,825.4,2,11,247,0,0,0,1,9,97,140,0
45,1,8,488.65,2,20,239,1,0,4,4,2,99,23,0
65,0,8,2841.55,2,29,362,1,1,0,2,5,43,147,1
45,0,8,486.85,2,11,315,0,0,9,0,5,50,53,1
45,1,8,2075.1,2,26,143,0,1,4,2,5,4,167,0
45,0,8,5299.65,2,7,8,0,1,3,0,4,11,4,0
65,0,8,204.7,2,13,292,1,1,1,4,9,21,219,1
65,1,8,1356.3,2,7,246,0,0,3,4,5,53,207,0
45,0,8,5042.75,2,27,295,2,1,8,4,4,87,303,0
45,1,8,812.4,2,15,292,1,1,2,3,4,62,51,0
45,1,8,6605.55,2,14,250,2,0,7,3,2,58,273,0
45,0,8,2995.45,2,19,24,0,0,5,4,7,44,185,1
45,0,8,505.95,2,19,25,2,1,3,1,2,34,129,0
45,1,8,3509.4,2,3,213,1,0,0,0,4,44,58,0
65,1,8,6991.9,2,16,323,2,0,8,0,1,15,355,0
45,1,8,590.35,2,26,198,1,1,8,2,8,23,341,0
65,0,8,2789.7,2,25,300,0,1,3,3,8,77,272,0
45,0,8,137.95,2,18,202,2,0,2,0,7,63,31,1
45,1,8,1123.15,2,13,327,2,1,5,2,4,45,26,0
45,1,8,7953.25,2,9,117,2,1,5,3,1,6,108,0
45,0,8,349.8,2,13,173,1,1,3,2,5,43,149,0
45,0,8,1067.05,2,9,62,0,1,8,4,5,84,234,0
45,1,8,3527.3,2,9,30,0,0,0,0,7,88,363,0
45,0,8,3762.0,2,7,109,1,1,5,4,3,56,139,1
45,1,8,1248.9,2,17,336,1,1,4,2,5,76,101,0
45,1,8,3035.35,2,27,89,0,0,7,1,5,74,295,0
45,1,8,4300.8,2,20,346,2,0,3,0,3,87,29,0
45,0,8,6065.3,2,23,85,1,1,1,4,3,1,293,0
45,0,8,144.95,2,25,75,2,1,7,0,9,14,196,0
45,0,8,3233.6,2,27,347,1,0,1,2,5,18,154,1
65,0,8,5438.9,2,6,358,1,0,4,2,5,28,322,1
45,1,8,1081.45,2,8,176,0,1,2,4,4,67,26,1
45,0,8,2308.6,2,7,175,0,1,2,3,9,68,45,0
45,1,8,1882.8,2,3,281,2,1,3,3,7,18,18,0
65,0,8,3255.35,2,1,98,2,0,0,3,6,99,22,0
45,1,8,1067.65,2,12,117,2,1,2,1,3,97,168,0
45,1,8,2065.4,2,24,210,0,0,7,1,8,30,6,0
45,0,8,4136.4,2,23,53,2,1,0,1,9,83,102,0
65,1,8,221.9,2,3,271,0,1,9,0,3,53,133,1
45,0,8,3848.0,2,4,14,0,0,6,3,4,52,151,0
65,1,8,8022.85,2,13,232,2,1,5,1,9,78,19,0
45,0,8,173.15,2,17,191,2,1,4,3,4,99,286,0
45,0,8,781.25,2,8,151,1,0,4,4,1,3,65,0
45,1,8,4510.8,2,22,60,0,0,5,1,2,79,216,0
45,1,8,5317.8,2,12,132,0,1,3,1,9,57,178,0
45,1,8,4779.45,2,21,143,0,1,2,3,9,69,165,0
45,1,8,250.1,2,14,305,1,1,9,0,9,44,23,0
65,1,8,1745.2,2,6,172,2,1,1,1,9,20,202,0
45,1,8,74.9,2,1,271,1,0,9,4,5,81,190,1
65,1,8,4140.1,2,15,104,0,1,2,4,5,52,213,0
65,0,8,3670.5,2,3,29,2,1,9,4,4,72,104,0
45,1,8,1167.8,2,1,353,2,1,3,3,6,83,356,0
45,1,8,469.65,2,21,53,2,1,8,0,5,11,22,0
45,0,8,58.9,2,23,244,0,0,9,4,4,22,324,1
45,0,8,333.55,2,10,210,0,0,5,4,8,50,161,1
65,1,8,3171.15,2,14,278,0,0,8,0,3,72,253,1
45,0,8,74.7,2,10,217,2,0,6,1,8,17,196,1
45,0,8,1381.2,2,1,260,2,0,4,1,3,66,137,0
45,0,8,455.5,2,24,58,0,0,8,3,2,95,210,1
45,0,8,3645.5,2,8,109,0,1,6,1,2,59,100,0
45,0,8,1158.85,2,11,325,1,0,4,3,8,24,20,0
45,0,8,6954.15,2,6,187,1,0,7,3,5,26,114,0
45,0,8,1672.1,2,18,86,1,1,9,2,3,60,40,0
65,0,8,3152.5,2,5,297,1,0,0,1,8,80,297,1
45,1,8,4307.1,2,27,151,2,1,5,4,9,69,273,0
45,0,8,2530.4,2,8,186,0,1,8,2,2,27,245,1
65,1,8,6141.65,2,27,196,2,1,9,0,9,27,52,0
65,1,8,3186.7,2,15,120,2,1,3,1,8,13,212,1
45,1,8,1054.8,2,5,322,1,0,9,0,6,56,36,0
45,0,8,5430.65,2,28,296,0,1,8,4,5,87,257,0
45,0,8,849.9,2,22,164,2,0,2,3,1,92,241,0
45,0,8,151.75,2,27,136,1,0,5,2,3,27,170,0
45,0,8,299.4,2,2,243,0,0,0,0,6,10,26,0
45,1,8,1086.75,2,3,249,2,1,0,0,8,38,139,0
45,1,8,2692.75,2,25,198,0,1,7,3,9,65,10,0
45,0,8,1389.6,2,29,272,1,1,6,0,6,81,272,0
45,0,8,3767.4,2,27,175,1,0,0,2,5,76,270,0
45,0,8,3641.5,2,2,189,0,0,7,1,6,27,260,0
45,0,8,2535.55,2,23,239,0,1,0,3,5,4,62,0
45,0,8,35.75,2,21,280,1,1,4,4,3,68,296,1
45,1,8,6880.85,2,5,6,0,0,2,3,2,55,60,0
45,1,8,3753.2,2,28,79,2,1,8,4,4,73,91,0
45,1,8,637.55,2,27,323,0,1,0,1,3,27,344,0
65,0,8,181.6,2,18,236,1,1,4,4,5,14,220,1
65,1,8,5329.55,2,2,110,0,1,6,3,6,70,115,0
45,0,8,44.55,2,4,114,2,1,0,0,9,12,22,0
45,1,8,1539.8,2,14,318,0,1,1,1,2,68,3,0
45,1,8,2209.75,2,6,324,1,0,2,4,7,81,322,0
45,0,8,223.75,2,27,248,0,1,0,0,3,91,317,0
45,0,8,7751.7,2,29,263,1,1,7,1,7,63,205,0
65,1,8,1174.35,2,19,230,1,1,7,4,3,92,280,0
65,0,8,4385.05,2,28,357,0,1,0,1,9,47,284,0
45,0,8,2606.35,2,15,90,2,1,9,4,5,41,144,0
45,1,8,1539.45,2,25,7,0,0,6,4,5,90,97,1
45,1,8,18.9,2,19,66,1,0,5,3,1,84,232,0
65,1,8,1261.35,2,17,117,2,1,8,0,7,59,22,0
45,1,8,58.15,2,1,360,2,0,2,1,8,23,26,1
45,1,8,225.6,2,1,56,0,0,9,2,8,65,196,1
45,0,8,5969.3,2,27,348,1,0,3,2,2,27,164,0
45,1,8,253.9,2,27,221,0,1,0,3,2,11,226,0
45,1,8,400.0,2,10,182,0,0,1,1,1,43,240,0
45,1,8,340.85,2,7,176,2,0,2,3,6,33,239,1
45,1,8,2515.3,2,22,42,2,0,8,2,1,10,189,1
45,0,8,227.35,2,10,274,0,0,6,3,6,9,302,0
45,1,8,305.95,2,22,275,1,0,8,2,1,19,110,1
45,0,8,365.4,2,21,112,0,1,6,3,1,94,345,1
65,1,8,2357.75,2,8,173,0,1,7,4,5,96,224,0
45,1,8,198.5,2,9,276,2,1,2,1,6,61,330,0
45,0,8,554.25,2,18,94,1,0,5,3,6,9,362,0
45,1,8,90.85,2,4,7,0,0,5,3,8,39,25,1
45,1,8,69.4,2,18,279,0,0,7,4,8,45,118,1
65,0,8,742.95,2,5,15,1,1,7,2,3,38,124,1
45,1,8,251.65,2,14,256,0,0,9,0,1,40,61,0
45,0,8,5597.65,2,23,202,0,0,2,4,7,57,91,0
45,0,8,20.15,2,22,280,2,0,7,3,6,72,297,1
65,1,8,4816.7,2,14,305,0,1,5,3,2,42,31,1
45,1,8,768.05,2,16,301,0,1,2,2,6,33,42,0
45,0,8,1215.8,2,12,122,2,1,6,4,6,8,184,0
45,1,8,3522.65,2,5,16,0,1,0,2,7,51,351,0
45,0,8,1834.95,2,20,182,2,1,8,1,9,2,257,1
45,0,8,305.1,2,28,156,0,1,2,1,9,7,73,1
45,1,8,910.45,2,28,218,2,0,9,4,9,85,305,0
45,0,8,155.65,2,29,310,2,1,4,2,9,11,93,1
65,0,8,3656.25,2,26,346,2,1,5,0,2,30,310,0
45,0,8,52.0,2,18,164,0,0,1,1,8,29,142,0
45,1,8,150.85,2,2,185,0,1,9,0,9,66,36,0
45,0,8,389.25,2,17,31,1,0,3,3,4,88,286,0
45,0,8,1873.7,2,22,286,0,1,2,2,1,84,264,0
65,1,8,1261.0,2,14,167,1,1,6,0,5,9,161,0
45,1,8,108.7,2,8,23,1,1,0,4,1,10,247,1
45,1,8,7346.2,2,16,308,1,0,5,1,4,48,282,0
45,1,8,3708.4,2,21,144,2,0,1,4,4,62,156,0
45,1,8,469.65,2,27,128,0,1,9,4,8,88,352,0
45,0,8,44.1,2,14,218,1,0,0,2,6,29,97,1
45,0,8,1385.85,2,12,21,0,0,0,4,9,9,206,0
65,0,8,548.8,2,2,269,2,1,7,0,4,15,307,0
45,1,8,712.75,2,7,346,0,1,2,4,6,17,245,1
65,0,8,6405.0,2,19,73,0,1,5,4,2,63,103,1
65,0,8,1637.4,2,22,326,2,0,2,4,3,19,364,1
45,0,8,2536.55,2,18,188,2,0,4,4,9,2,167,0
45,0,8,6042.7,2,22,22,1,1,1,1,1,34,219,0
45,0,8,958.25,2,29,20,0,1,7,0,6,27,105,0
45,1,8,1730.65,2,24,345,1,1,7,3,5,67,128,0
45,0,8,459.6,2,8,353,0,1,0,3,8,71,48,0
45,0,8,201.95,2,3,298,0,1,7,0,1,45,260,0
45,0,8,285.2,2,3,316,2,1,3,1,1,46,69,0
45,0,8,6145.85,2,11,211,0,0,9,0,7,90,174,1
45,1,8,1529.45,2,4,167,1,0,0,0,7,12,204,0
45,1,8,4664.5,2,6,264,2,1,8,1,3,16,240,0
45,0,8,1740.7,2,10,12,0,0,8,3,1,89,213,1
45,0,8,552.95,2,23,189,2,0,3,4,6,3,37,1
45,0,8,3496.3,2,18,284,2,0,9,4,5,8,158,0
65,1,8,93.7,2,17,229,2,0,0,1,1,74,21,1
65,1,8,7053.35,2,10,286,2,0,5,3,9,95,28,0
45,0,8,301.55,2,4,175,0,0,3,0,2,18,54,0
45,1,8,312.7,2,15,251,2,0,6,2,3,54,353,0
45,1,8,1046.5,2,16,310,1,0,5,1,7,48,55,1
45,0,8,2960.1,2,6,70,2,0,9,1,7,98,91,0
45,1,8,834.2,2,23,122,2,1,1,4,4,16,134,1
45,0,8,6953.4,2,15,301,2,1,7,3,2,53,56,0
45,0,8,4134.85,2,6,185,2,1,9,2,6,22,201,1
45,0,8,899.8,2,7,25,1,0,1,0,1,49,219,1
45,1,8,541.5,2,15,312,2,1,6,4,4,20,152,0
45,0,8,116.85,2,24,339,2,0,5,4,6,19,75,0
45,1,8,7942.15,2,3,248,1,0,5,4,1,1,92,0
45,0,8,5321.25,2,21,189,1,0,4,2,9,39,179,0
65,0,8,4156.8,2,24,286,1,0,8,3,9,33,345,0
45,0,8,223.6,2,16,42,2,0,2,3,6,98,98,0
65,1,8,768.45,2,14,165,1,0,2,1,5,41,331,0
65,1,8,3765.05,2,21,151,0,0,9,1,6,51,245,0
45,0,8,2157.5,2,9,348,1,1,0,1,2,23,23,0
45,0,8,108.05,2,24,26,0,0,6,0,4,37,194,1
45,0,8,1391.65,2,9,258,2,0,6,3,5,16,108,0
45,0,8,1379.8,2,16,68,0,1,5,1,6,6,2,0
65,1,8,1273.3,2,11,232,1,0,9,4,7,11,323,0
45,0,8,810.45,2,12,106,0,1,1,3,3,11,88,0
45,0,8,1810.85,2,19,296,0,1,2,2,2,74,42,0
45,1,8,7782.85,2,24,117,1,0,1,4,8,66,54,0
45,0,8,70.3,2,12,231,2,1,3,0,6,8,276,1
45,1,8,1797.1,2,9,327,1,1,3,2,7,45,81,0
45,1,8,377.85,2,20,280,2,0,0,3,1,91,228,0
45,1,8,445.3,2,3,145,0,0,9,2,4,97,254,0
65,1,8,851.75,2,3,31,2,1,0,1,2,34,210,1
45,0,8,7624.2,2,2,345,1,0,4,1,5,3,214,0
45,0,8,355.1,2,28,164,0,1,8,2,9,64,320,0
45,1,8,575.45,2,17,261,1,0,7,1,2,16,198,1
45,1,8,906.85,2,5,81,2,0,8,1,4,48,161,0
45,0,8,1057.55,2,16,341,2,1,7,0,2,20,54,0
45,0,8,19.4,2,15,287,0,1,3,2,9,60,198,0
65,0,8,1388.75,2,18,162,2,0,5,4,1,36,223,0
45,1,8,1641.3,2,23,284,2,1,0,2,1,91,31,0
65,0,8,1375.15,2,9,197,1,0,8,3,6,69,351,1
45,0,8,152.7,2,6,153,2,1,2,0,7,34,326,1
45,0,8,185.2,2,7,238,1,1,6,1,3,36,55,0
65,0,8,195.05,2,15,319,2,1,9,4,8,43,149,1
45,1,8,1826.7,2,1,37,0,1,1,3,2,80,218,0
45,1,8,417.5,2,22,280,1,1,0,1,2,26,87,0
45,1,8,344.5,2,1,188,2,1,1,1,1,34,238,0
65,1,8,1660.0,2,4,264,0,1,9,2,3,73,215,1
45,1,8,2180.55,2,17,97,1,1,7,0,7,49,29,0
45,0,8,2835.9,2,21,326,0,1,2,0,6,29,355,0
45,0,8,45.15,2,5,303,2,0,1,3,5,25,57,0
45,1,8,2730.85,2,15,183,2,0,7,2,2,13,245,0
65,0,8,5437.1,2,27,123,0,1,5,2,6,91,86,0
45,0,8,20.2,2,18,270,0,1,4,2,8,44,245,1
45,1,8,6981.35,2,24,109,0,0,8,2,6,66,92,1
45,1,8,5794.45,2,13,252,0,0,0,4,5,7,128,0
45,1,8,747.2,2,20,338,1,1,5,4,5,59,155,0
45,0,8,1267.95,2,2,303,2,0,3,2,9,81,177,0
45,0,8,3674.95,2,4,316,1,1,4,2,8,97,131,0
65,0,8,1275.6,2,21,308,1,1,6,4,8,18,278,0
45,0,8,5893.9,2,15,115,0,0,1,3,8,82,182,0
45,1,8,724.65,2,18,343,2,1,1,2,8,63,9,0
45,0,8,1536.75,2,21,248,0,1,6,3,7,31,213,0
45,0,8,3615.6,2,17,280,1,0,5,3,5,27,302,1
45,0,8,607.3,2,22,126,2,0,7,4,2,92,70,0
65,0,8,4154.55,2,7,240,0,0,7,2,1,45,226,0
45,0,8,2184.35,2,18,88,1,0,8,0,9,60,187,1
45,1,8,1852.85,2,6,20,1,0,5,3,2,21,36,1
45,1,8,77.15,2,13,160,0,0,8,4,3,60,255,1
65,1,8,847.8,2,16,245,0,1,6,3,8,25,262,0
45,1,8,2390.45,2,22,145,2,1,0,4,1,88,232,0
45,0,8,1923.5,2,14,352,2,1,7,1,9,14,205,0
45,0,8,1493.2,2,28,92,0,0,8,0,6,71,88,0
45,0,8,338.1,2,6,218,2,0,4,2,3,71,45,1
45,1,8,3030.6,2,26,89,1,1,4,0,8,19,80,1
45,1,8,75.35,2,15,353,0,1,2,3,3,4,226,0
65,1,8,2184.85,2,10,221,2,0,5,3,5,72,130,0
45,0,8,1031.4,2,10,20,2,0,8,0,4,70,276,0
45,0,8,921.3,2,3,364,1,0,4,0,8,35,350,0
45,0,8,3875.4,2,9,34,0,1,6,1,2,96,228,0
45,0,8,3124.5,2,15,65,1,0,8,0,9,66,151,1
45,0,8,144.15,2,18,116,1,0,0,0,7,81,279,0
45,0,8,6689.0,2,22,247,1,0,2,0,1,82,75,0
45,1,8,1451.1,2,29,104,2,1,8,0,4,26,154,0
45,1,8,6368.2,2,8,207,1,1,4,2,5,44,110,0
45,1,8,3729.6,2,28,352,2,1,0,4,7,80,16,0
45,1,8,350.1,2,21,245,0,0,5,1,1,44,121,0
45,0,8,2847.2,2,8,36,1,0,8,2,6,45,72,0
45,0,8,452.35,2,3,101,0,0,2,0,2,9,273,0
45,1,8,1494.5,2,22,117,1,0,9,4,3,4,209,0
45,1,8,930.45,2,10,348,1,1,4,1,7,86,275,1
45,0,8,41.85,2,8,165,0,0,2,3,5,95,152,0
45,0,8,1272.05,2,25,156,2,1,4,2,5,2,113,0
45,1,8,475.1,2,7,33,2,1,9,2,6,71,49,0
65,1,8,673.1,2,6,91,0,0,4,2,6,82,145,1
45,1,8,208.7,2,23,23,2,0,0,4,8,27,270,1
45,0,8,150.75,2,28,364,2,0,3,1,4,45,216,0
45,1,8,3199.0,2,7,181,2,1,0,2,1,79,161,0
45,0,8,5844.65,2,19,329,2,0,1,1,7,8,72,0
45,0,8,2462.6,2,14,282,1,1,6,4,3,73,27,0
45,1,8,6263.8,2,18,311,0,1,1,1,1,28,141,0
45,1,8,3403.4,2,1,321,0,1,7,4,6,46,316,0
65,1,8,237.75,2,28,242,2,0,0,4,3,19,77,1
45,0,8,221.35,2,15,296,2,1,2,0,3,58,34,1
45,0,8,75.3,2,28,91,2,0,7,3,7,16,241,1
45,1,8,1672.1,2,20,152,1,1,3,4,5,21,286,0
45,0,8,7881.2,2,8,320,0,0,2,0,7,34,15,0
45,0,8,2320.8,2,12,162,0,0,3,3,1,34,334,0
45,0,8,370.5,2,1,234,2,0,6,0,4,26,34,0
65,0,8,4062.2,2,26,225,1,1,8,4,3,25,222,1
45,0,8,3043.7,2,10,146,2,0,7,0,8,22,271,0
45,0,8,2723.4,2,17,185,2,1,8,0,2,86,56,0
45,0,8,1081.25,2,20,278,1,0,0,0,7,25,347,0
45,1,8,4097.05,2,29,332,2,0,9,1,7,20,218,0
45,0,8,632.2,2,4,241,0,1,6,0,9,91,228,0
65,1,8,4042.3,2,2,260,2,1,0,2,8,34,340,1
45,0,8,164.85,2,1,6,1,0,9,1,3,38,331,1
45,0,8,8166.8,2,14,2,0,0,4,1,5,78,161,0
65,0,8,4113.7,2,22,87,1,1,8,1,5,7,181,0
45,1,8,3047.15,2,28,298,2,0,5,4,5,66,199,0
45,1,8,70.4,2,17,53,1,0,6,2,5,41,115,1
45,0,8,4193.4,2,15,339,1,0,2,3,9,50,297,0
45,0,8,3729.75,2,8,86,1,0,8,3,7,42,320,0
45,0,8,399.45,2,28,346,0,0,1,4,8,72,179,0
45,1,8,331.3,2,21,342,0,1,9,1,1,77,273,1
45,1,8,1964.6,2,9,279,2,1,6,2,8,36,135,0
45,0,8,1336.15,2,13,321,2,0,2,1,9,64,130,0
65,0,8,1147.45,2,25,231,0,1,8,1,2,63,357,1
45,0,8,486.05,2,16,353,2,1,8,4,6,18,330,0
45,0,8,1078.9,2,24,346,2,0,4,2,4,59,19,1
45,1,8,5925.75,2,28,219,2,1,4,0,6,93,306,0
45,1,8,7804.15,2,23,52,1,0,7,3,1,6,45,1
65,0,8,4747.2,2,1,312,2,0,7,3,2,23,9,0
45,0,8,1028.9,2,5,35,2,1,5,3,4,54,363,0
45,1,8,226.45,2,18,204,0,0,3,1,1,96,318,1
45,0,8,4364.1,2,5,268,2,1,8,0,7,63,281,1
45,1,8,4692.55,2,23,164,0,1,1,0,8,73,30,0
65,1,8,2433.9,2,12,58,2,1,1,1,6,46,212,1
65,1,8,1217.25,2,10,326,2,0,7,1,4,32,43,1
45,0,8,19.75,2,18,173,2,1,0,2,7,84,190,0
65,1,8,154.3,2,15,42,2,0,3,3,6,35,338,0
65,1,8,6382.55,2,13,288,1,1,1,3,3,74,147,0
65,1,8,7623.2,2,23,344,1,0,7,0,1,7,16,0
45,1,8,1261.45,2,2,168,1,1,9,3,7,72,103,0
45,1,8,89.25,2,23,347,0,0,4,3,2,11,119,0
45,1,8,86.05,2,24,182,1,0,4,2,2,91,200,0
45,0,8,6779.05,2,20,224,2,1,4,1,1,28,50,0
45,0,8,4345.0,2,23,120,1,0,4,1,7,93,45,0
65,0,8,82.85,2,16,280,0,0,4,4,6,4,348,0
45,1,8,1714.55,2,8,352,1,0,0,0,5,94,301,0
45,1,8,893.2,2,9,348,0,1,5,4,7,23,193,0
45,1,8,810.85,2,29,118,2,0,7,2,6,61,335,0
45,1,8,6347.55,2,16,329,2,0,7,1,3,23,307,0
45,0,8,1123.65,2,12,324,1,0,7,2,9,14,296,0
45,0,8,43.15,2,14,166,2,0,9,1,6,46,43,0
45,0,8,35.1,2,8,292,2,1,7,4,1,50,201,0
45,0,8,1388.0,2,28,259,0,1,1,4,2,24,279,0
65,1,8,3851.45,2,6,135,0,1,0,0,4,87,264,0
45,0,8,1743.5,2,1,41,1,1,9,4,4,45,186,1
45,0,8,2638.1,2,14,71,0,1,3,0,5,42,35,0
45,1,8,946.95,2,29,74,1,1,4,2,3,50,79,0
45,0,8,1114.85,2,25,4,2,1,2,3,4,57,314,0
45,1,8,1777.6,2,23,90,2,0,8,0,8,48,127,0
45,1,8,684.85,2,7,319,2,1,3,4,6,66,14,0
45,0,8,74.35,2,15,324,0,1,4,3,7,68,336,0
45,1,8,1312.45,2,1,205,1,1,3,2,6,81,278,0
45,1,8,159.2,2,7,182,1,1,6,4,7,44,43,0
45,1,8,610.2,2,21,345,0,1,6,2,9,10,329,0
45,0,8,404.35,2,11,66,1,0,2,4,9,66,54,0
65,1,8,69.65,2,18,334,1,1,8,0,2,88,201,1
45,1,8,6363.45,2,11,297,2,0,0,3,3,84,95,0
45,0,8,4124.65,2,21,119,2,0,9,4,2,38,128,0
45,1,8,713.1,2,19,98,1,0,2,4,2,64,54,1
45,1,8,950.75,2,13,278,1,1,7,4,9,93,216,0
45,0,8,19.65,2,19,99,2,0,2,0,5,84,77,0
45,0,8,505.95,2,27,70,0,1,6,1,7,17,348,0
45,1,8,1149.65,2,12,270,2,0,4,4,5,90,32,0
45,1,8,169.65,2,2,301,2,1,3,3,2,78,62,0
45,0,8,526.7,2,6,54,2,1,5,3,7,82,159,1
45,0,8,393.15,2,7,327,1,0,1,4,4,83,228,0
45,0,8,1147.0,2,14,346,0,0,1,3,6,84,266,0
65,1,8,3021.6,2,16,154,0,1,8,4,2,89,155,1
45,0,8,5718.2,2,25,298,2,0,1,2,5,40,182,0
45,1,8,191.35,2,20,21,0,1,7,4,1,44,266,1
45,0,8,4539.6,2,7,20,0,0,4,4,3,45,114,0
45,1,8,6397.6,2,15,62,2,1,8,4,4,90,321,0
45,1,8,280.4,2,29,33,0,1,7,1,4,3,295,0
65,0,8,2718.3,2,24,149,2,1,6,1,5,76,168,1
45,0,8,5711.05,2,21,35,1,0,1,4,7,6,230,0
45,0,8,3478.15,2,1,170,2,0,9,3,7,88,177,0
65,0,8,36.45,2,20,192,0,0,6,1,8,3,75,1
65,0,8,4133.95,2,12,330,2,0,3,4,8,49,107,0
65,1,8,2917.65,2,26,330,2,0,7,2,8,74,283,0
45,1,8,54.3,2,16,63,2,0,2,3,5,42,229,0
65,1,8,2964.8,2,6,36,2,0,8,3,1,78,306,0
45,0,8,2198.3,2,8,114,1,1,1,0,9,2,18,0
45,1,8,1189.9,2,7,87,0,1,7,4,8,82,127,0
45,0,8,1914.5,2,4,297,2,0,2,3,3,24,150,0
45,1,8,2001.5,2,28,264,2,1,4,1,8,66,273,1
45,1,8,5336.35,2,5,190,1,0,2,4,1,33,206,0
65,0,8,7238.6,2,2,72,2,1,1,2,9,80,48,0
45,0,8,7998.8,2,18,154,1,1,9,3,1,42,257,0
65,0,8,3825.85,2,24,5,0,1,6,2,6,47,199,1
45,0,8,5703.25,2,4,140,2,1,8,3,7,30,243,0
45,0,8,7397.0,2,6,47,1,1,8,2,3,95,32,0
45,1,8,164.6,2,24,155,1,0,5,4,1,86,4,0
45,1,8,6555.2,2,12,15,1,0,4,2,2,81,171,0
45,1,8,225.65,2,17,177,1,0,8,1,5,37,212,0
65,1,8,955.75,2,28,81,2,1,7,0,8,96,223,0
45,0,8,3382.3,2,19,356,2,1,0,0,5,84,150,0
45,1,8,2313.8,2,22,332,1,1,9,1,6,72,130,0
65,0,8,933.3,2,29,46,1,1,0,4,8,96,293,1
45,0,8,780.85,2,19,236,1,0,6,2,7,94,170,0
45,1,8,7852.4,2,22,124,1,1,5,2,7,41,109,0
45,1,8,3184.25,2,26,141,2,0,8,1,2,27,281,1
45,0,8,764.95,2,24,33,2,1,0,0,3,99,169,1
45,1,8,2763.0,2,16,41,1,0,0,0,1,15,284,0
65,0,8,1614.7,2,21,110,1,0,0,4,1,95,80,0
45,0,8,145.4,2,11,2,2,0,1,2,4,22,22,1
45,0,8,156.25,2,4,266,1,0,8,1,2,45,162,1
45,0,8,1604.5,2,19,98,0,0,7,2,1,68,144,1
45,0,8,270.15,2,19,134,1,1,4,1,9,94,19,0
45,1,8,20.6,2,15,101,0,0,3,4,3,73,347,0
45,0,8,1734.5,2,6,169,1,0,4,4,8,73,137,0
65,0,8,7047.5,2,21,363,1,1,4,0,4,94,135,0
45,0,8,573.15,2,1,244,2,0,9,0,5,53,174,0
45,1,8,1538.6,2,4,145,2,0,3,2,3,35,265,0
65,0,8,4459.8,2,16,249,0,1,5,3,4,72,18,0
45,1,8,7459.0,2,28,56,2,0,1,4,4,13,21,0
45,1,8,306.05,2,29,125,1,0,2,4,1,83,57,0
45,1,8,639.7,2,26,199,1,1,9,3,6,68,211,0
45,1,8,348.15,2,20,93,0,1,9,3,8,99,274,0
65,0,8,4533.9,2,1,8,2,1,8,3,5,70,258,1
45,1,8,5563.65,2,17,72,2,1,9,0,4,2,313,0
65,1,8,1587.55,2,4,16,0,0,6,0,1,96,97,1
45,1,8,40.25,2,4,330,0,0,2,3,1,76,4,0
45,0,8,842.9,2,4,260,2,0,3,1,6,72,153,1
45,0,8,4228.55,2,20,166,0,1,6,4,6,21,104,0
45,1,8,784.45,2,18,322,2,0,0,3,8,90,77,0
45,1,8,3729.75,2,7,259,1,1,3,2,6,14,71,0
45,0,8,1406.9,2,4,147,2,1,7,4,6,30,54,0
45,0,8,1857.3,2,13,9,2,1,8,1,4,91,51,0
45,1,8,7322.5,2,13,161,2,1,6,3,9,6,263,0
65,0,8,6725.5,2,26,108,2,0,8,1,3,31,152,0
45,1,8,3627.3,2,19,157,1,0,8,4,6,3,363,0
45,1,8,1761.45,2,26,158,1,0,4,4,8,81,350,1
45,1,8,1725.95,2,20,96,1,0,9,3,3,89,98,0
45,0,8,4192.15,2,19,68,2,1,0,1,9,77,71,0
45,0,8,1411.2,2,27,147,0,1,2,4,7,6,2,0
45,0,8,164.5,2,9,127,0,0,1,0,7,71,83,1
45,0,8,2724.6,2,21,151,2,0,7,3,4,38,285,1
45,0,8,264.55,2,16,232,0,1,5,3,5,41,169,0
45,1,8,4671.7,2,26,287,0,0,6,0,6,35,285,0
45,1,8,1173.55,2,6,235,2,1,7,1,2,93,179,0
65,0,8,318.5,2,26,124,0,0,3,4,2,44,171,1
65,1,8,7713.55,2,2,12,0,1,2,2,2,75,165,0
65,1,8,2471.25,2,20,323,1,0,6,0,2,69,328,0
45,1,8,7842.3,2,28,128,0,1,7,0,1,69,212,0
45,0,8,2227.8,2,23,43,0,0,4,0,9,90,68,0
45,1,8,4990.25,2,9,253,1,1,6,0,3,63,56,1
65,1,8,3744.05,2,26,307,0,0,5,2,9,85,67,1
45,1,8,7220.35,2,11,340,1,0,2,1,7,34,9,1
65,1,8,2351.45,2,24,346,1,1,5,4,2,69,193,0
45,0,8,2989.6,2,29,166,2,1,8,3,8,3,267,0
65,1,8,6077.75,2,24,134,0,1,4,0,7,3,63,0
45,0,8,4070.95,2,12,54,0,1,0,4,9,37,320,0
65,1,8,2479.05,2,3,9,2,0,7,0,3,25,363,0
65,1,8,2134.3,2,24,56,1,0,8,4,4,7,181,0
45,0,8,6000.1,2,9,34,0,1,4,1,9,81,92,0
45,1,8,2203.1,2,22,153,2,1,5,2,5,96,84,0
